@RELATION CharacterFilter

@ATTRIBUTE init         string
@ATTRIBUTE alternate    string
@ATTRIBUTE result 	{0, 1}

@DATA
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','u',0
'Most Americans, myself included, will be deuply relieved when Joe Biden is finally sworn in as president.','e',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','m',0
'Most Americans, myself included, will be demply relieved when Joe Biden is finally sworn in as president.','e',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','f',0
'Most Americans, myself included, will be defply relieved when Joe Biden is finally sworn in as president.','e',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','q',0
'Most Americans, myself included, will be deeqly relieved when Joe Biden is finally sworn in as president.','p',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','t',0
'Most Americans, myself included, will be deepty relieved when Joe Biden is finally sworn in as president.','l',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','m',0
'Most Americans, myself included, will be deepmy relieved when Joe Biden is finally sworn in as president.','l',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','z',0
'Most Americans, myself included, will be deeplz relieved when Joe Biden is finally sworn in as president.','y',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','0',0
'Most Americans, myself included, will be deeply0relieved when Joe Biden is finally sworn in as president.',' ',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','"',0
'Most Americans, myself included, will be deeply"relieved when Joe Biden is finally sworn in as president.',' ',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','!',0
'Most Americans, myself included, will be deeply!relieved when Joe Biden is finally sworn in as president.',' ',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','s',0
'Most Americans, myself included, will be deeply selieved when Joe Biden is finally sworn in as president.','r',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','u',0
'Most Americans, myself included, will be deeply rulieved when Joe Biden is finally sworn in as president.','e',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','m',0
'Most Americans, myself included, will be deeply rmlieved when Joe Biden is finally sworn in as president.','e',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','f',0
'Most Americans, myself included, will be deeply rflieved when Joe Biden is finally sworn in as president.','e',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','t',0
'Most Americans, myself included, will be deeply retieved when Joe Biden is finally sworn in as president.','l',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','m',0
'Most Americans, myself included, will be deeply remieved when Joe Biden is finally sworn in as president.','l',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','q',0
'Most Americans, myself included, will be deeply relqeved when Joe Biden is finally sworn in as president.','i',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','j',0
'Most Americans, myself included, will be deeply reljeved when Joe Biden is finally sworn in as president.','i',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','u',0
'Most Americans, myself included, will be deeply reliuved when Joe Biden is finally sworn in as president.','e',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','m',0
'Most Americans, myself included, will be deeply relimved when Joe Biden is finally sworn in as president.','e',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','f',0
'Most Americans, myself included, will be deeply relifved when Joe Biden is finally sworn in as president.','e',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','w',0
'Most Americans, myself included, will be deeply reliewed when Joe Biden is finally sworn in as president.','v',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','u',0
'Most Americans, myself included, will be deeply relievud when Joe Biden is finally sworn in as president.','e',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','m',0
'Most Americans, myself included, will be deeply relievmd when Joe Biden is finally sworn in as president.','e',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','f',0
'Most Americans, myself included, will be deeply relievfd when Joe Biden is finally sworn in as president.','e',1
'Most Americans, myself included, will be deeply relieved when Joe Biden is finally sworn in as president.','t',0
